s_m,time_s,speed_m_s,steering_angle_rad,sideslip_rad,longitudinal_accel_m_s2,lateral_accel_m_s2,throttle,brake,curvature_1_m,grade,lateral_offset_m,path_heading_rad,path_curvature_1_m,position_x_m,position_y_m,utilization_fl,utilization_fr,utilization_rl,utilization_rr,fz_fl_n,fz_fr_n,fz_rl_n,fz_rr_n
0.0,-4.358180049094708e-40,38.348217026407326,-0.0026530204160505723,0.002873578815800189,5.768521060640883,-0.7165475976415085,0.9999997852429622,2.500000539917835e-09,-0.004312114198920351,0.0,-5.487236314313538,0.02942759203438177,-0.000487253190150846,0.28102744685567566,-5.4800352136856745,0.07093837355481614,0.07846483906177744,0.9328910710549395,0.9999997500435116,3367.5535441060347,3010.399350906595,4068.8028111839026,3772.8867938034696
10.787536953328212,0.27078037155521156,39.89629889780128,-0.003010333036436251,0.0034592841132898597,5.670181838494116,-0.8424320700034116,0.9900162975407125,2.525210984760662e-09,-0.002426799413502769,0.0,-5.499999831496133,0.02525998153118391,-0.0005292607325511635,10.870118019509716,-5.153942866888779,0.0824484828846608,0.09273358860528695,0.9213177846611734,0.9999998822586307,3411.6577321054074,2991.7579972130816,4082.064944099372,3734.1618265821407
21.575073906656424,0.5335561828874301,41.389250525097474,-0.0023113735182274096,0.002802238422677277,5.696582997491292,-0.6744977392305835,0.9999969547542474,2.5000076453451925e-09,-0.0014397690823831023,0.0,-5.293265964261884,0.020797359020371792,-0.00039373622560001463,21.546225398490733,-4.8930851964470605,0.06678733058596979,0.07342641817875607,0.9365592682792107,0.9999998480300711,3366.3873409165176,3030.1923740187735,4050.8066377374043,3772.2561473273054
32.362610859984635,0.7884025628278765,42.835971236050035,-0.0021656427687302537,0.0027515698265998534,5.6604367242902045,-0.6532478079963134,0.9999985042575287,2.5000037595646063e-09,-0.0008212305858245223,0.0,-4.964072066637708,0.016988918814170525,-0.00035600879291446276,32.27501752888397,-4.679480777618515,0.06468977101489783,0.070903130057975,0.9384252245686057,0.9999997892398349,3365.771111057939,3040.1679067597765,4041.7391444827863,3771.964337699499
43.15014781331285,1.035695782302017,44.23094392734426,-0.0020335246730106863,0.0026937829403855963,5.6243924761051,-0.6320347316898168,0.9999989211688749,2.500002704852733e-09,-0.00037378542921583064,0.0,-4.579702589461742,0.013437804850958586,-0.0003230639724862869,43.03761146152381,-4.507964202359001,0.06259566673547703,0.06839906385141077,0.9402960157050092,0.9999996850997388,3365.1508575425723,3050.1210459659296,4032.692469900055,3771.6781265914437
53.93768476664106,1.2759262511368636,45.577479900492804,-0.0019126957421969424,0.002630216966150402,5.588496154046536,-0.6108674778265626,0.9999991067052096,2.500002260763523e-09,-4.748010194395244e-06,0.0,-4.188610608602744,0.010153432942726609,-0.00029406706551749547,53.82254733420525,-4.3743719993707675,0.060505941118749094,0.06591514019374341,0.942170831593871,0.9999994512533609,3364.522872688922,3060.043614209744,4023.674408222134,3771.401604879202
64.72522171996927,1.5095989515868333,46.878927166029136,-0.0018012973457378512,0.0025619007009769676,5.552772697920366,-0.5897464308224839,0.9999992056102402,2.500001983207767e-09,0.0003408099976228383,0.0,-3.8306856725545804,0.007118471187675127,-0.000268355186172687,64.62274175580409,-4.27509157726978,0.05842065130394561,0.06345122916039508,0.9440490695362777,0.9999984487593465,3363.8840234864942,3069.932286873412,4014.688267640196,3771.1379219998985
75.51275867329748,1.7372193167428691,48.13858469461197,0.001697937206160737,-0.0024897828110273246,5.517229343710027,0.5687009724130958,0.9999986109284225,2.50000348200885e-09,0.0007065837832085461,0.0,-3.5434570509600136,0.006959503252543856,0.0002454128707375386,75.43449821653172,-4.206861389721778,0.06101038836927189,0.05634257972821729,0.9999973935258315,0.945928682795787,3079.778804676108,3363.240695613261,3770.881947798498,4005.741051912134
86.3002956266257,1.960514217336134,48.829963422355455,0.029709093066666085,-0.046762103471744906,0.6756024185029694,7.237093048189935,0.24229702130359157,1.0317914717061782e-08,0.0011413708565389848,0.0,-3.3096601118880966,0.02465023693971435,0.0030352282696463786,86.25784925036622,-4.109151228728887,0.9195857907972761,0.5298206079666787,0.9999979694752263,0.5248608349224227,2044.7082386080842,5651.946804815256,1767.1256226098715,4755.86183396679
97.08783257995391,2.1826682343729638,48.81776952562491,0.012256162506345227,-0.24573905426743897,-0.7853811844618009,11.25785458982351,6.191597244811637e-05,4.037730332177083e-05,0.0017184646282045757,0.0,-2.852452815514208,0.06657780368239193,0.004723889927520564,97.09215683399933,-3.653422231231491,1.0000000098043649,0.9558540925426093,1.000000009556857,0.9979085779071103,1231.804271752209,6843.141168867365,747.7440613801377,5396.952998000288
