schema_version,time_s,step,fz_fl_n,fx_fl_n,fy_fl_n,slip_angle_fl_rad,force_capacity_fl_n,tire_saturated_fl,fz_fr_n,fx_fr_n,fy_fr_n,slip_angle_fr_rad,force_capacity_fr_n,tire_saturated_fr,fz_rl_n,fx_rl_n,fy_rl_n,slip_angle_rl_rad,force_capacity_rl_n,tire_saturated_rl,fz_rr_n,fx_rr_n,fy_rr_n,slip_angle_rr_rad,force_capacity_rr_n,tire_saturated_rr
1,0,0,3068.5007849999997,0,0,-0,3889.5031398121569,0,3068.5007849999997,0,0,-0,3889.5031398121569,0,4237.4534649999996,0,0,-0,5234.2990724572801,0,4237.4534649999996,0,0,-0,5234.2990724572801,0
1,0.0050000000000000001,1,3074.0134771204489,0,0,-0,3895.9313232733216,0,3074.0134771204489,0,0,-0,3895.9313232733216,0,4243.0551158937942,0.13455000000000003,0,-0,5240.6646014992621,0,4243.0551158937942,0.13455000000000003,0,-0,5240.6646014992621,0
1,0.01,2,3079.6757952332778,0,0,-0,3902.5330210515931,0,3079.6757952332778,0,0,-0,3902.5330210515931,0,4248.9878908929404,0.53639999999999999,0,-0,5247.4056758938832,0,4248.9878908929404,0.53639999999999999,0,-0,5247.4056758938832,0
1,0.014999999999999999,3,3085.4475270415232,0,0,-0,3909.2612850026503,0,3085.4475270415232,0,0,-0,3909.2612850026503,0,4255.2159911776653,1.20285,0,-0,5254.4815015073136,0,4255.2159911776653,1.20285,0,-0,5254.4815015073136,0
1,0.02,4,3091.2899899806403,0,0,-0,3916.0709767595731,0,3091.2899899806403,0,0,-0,3916.0709767595731,0,4261.7038856446579,2.1311999999999998,0,-0,5261.8516016582626,0,4261.7038856446579,2.1311999999999998,0,-0,5261.8516016582626,0
1,0.025000000000000001,5,3097.1661452975536,0,0,-0,3922.9189002660864,0,3097.1661452975536,0,0,-0,3922.9189002660864,0,4268.4164489664809,3.3187500000000005,0,-0,5269.4759758147038,0,4268.4164489664809,3.3187500000000005,0,-0,5269.4759758147038,0
1,0.029999999999999999,6,3103.0406968803472,0,0,-0,3929.7639159368077,0,3103.0406968803472,0,0,-0,3929.7639159368077,0,4275.3190930670635,4.7628000000000004,0,-0,5277.3152503858146,0,4275.3190930670635,4.7628000000000004,0,-0,5277.3152503858146,0
1,0.035000000000000003,7,3108.8801752236827,0,0,-0,3936.5670369816403,0,3108.8801752236827,0,0,-0,3936.5670369816403,0,4282.3778916760484,6.460650000000002,0,-0,5285.3308212336196,0,4282.3778916760484,6.460650000000002,0,-0,5285.3308212336196,0
1,0.040000000000000001,8,3114.6530069706455,0,0,-0,3943.2915084973424,0,3114.6530069706455,0,0,-0,3943.2915084973424,0,4289.5596976658699,8.4095999999999993,0,-0,5293.4849875822765,0,4289.5596976658699,8.4095999999999993,0,-0,5293.4849875822765,0
1,0.044999999999999998,9,3120.3295705216065,0,0,-0,3949.9028699864703,0,3120.3295705216065,0,0,-0,3949.9028699864703,0,4296.8322529166162,10.606949999999999,0,-0,5301.7410770556062,0,4296.8322529166162,10.606949999999999,0,-0,5301.7410770556062,0
