schema_version,time_s,step,position_x_m,position_y_m,yaw_rad,yaw_rate_rad_s,vx_m_s,vy_m_s,speed_m_s,steering_angle_rad,throttle,brake,longitudinal_accel_m_s2,lateral_accel_m_s2,yaw_accel_rad_s2,body_longitudinal_force_n,body_lateral_force_n,yaw_moment_nm,longitudinal_load_transfer_n,front_lateral_load_transfer_n,rear_lateral_load_transfer_n,solver_iterations,solver_residual_m_s2,solver_converged,fz_fl_n,slip_angle_fl_rad,requested_fx_fl_n,requested_fy_fl_n,fx_fl_n,fy_fl_n,force_capacity_fl_n,effective_mu_fl,requested_friction_utilization_fl,friction_utilization_fl,tire_saturated_fl,fz_fr_n,slip_angle_fr_rad,requested_fx_fr_n,requested_fy_fr_n,fx_fr_n,fy_fr_n,force_capacity_fr_n,effective_mu_fr,requested_friction_utilization_fr,friction_utilization_fr,tire_saturated_fr,fz_rl_n,slip_angle_rl_rad,requested_fx_rl_n,requested_fy_rl_n,fx_rl_n,fy_rl_n,force_capacity_rl_n,effective_mu_rl,requested_friction_utilization_rl,friction_utilization_rl,tire_saturated_rl,fz_rr_n,slip_angle_rr_rad,requested_fx_rr_n,requested_fy_rr_n,fx_rr_n,fy_rr_n,force_capacity_rr_n,effective_mu_rr,requested_friction_utilization_rr,friction_utilization_rr,tire_saturated_rr
3,0,0,0,0,0,0,22,0,22,0,0.20000000000000001,0,1.2413793103448276,0,0,1800,0,0,321.42841815948498,0,0,22,5.9193578239025157e-07,1,3775.079697170258,-0,0,0,0,0,4508.3793210760823,1.1942474550816753,0,0,0,3775.079697170258,-0,0,0,0,0,4508.3793210760823,1.1942474550816753,0,0,0,3334.7415528297424,-0,900,0,900,0,4022.2181470826899,1.2061558844551474,0.22375713277828277,0.22375713277828277,0,3334.7415528297424,-0,900,0,900,0,4022.2181470826899,1.2061558844551474,0.22375713277828277,0.22375713277828277,0
3,0.00050000000000000001,1,0.01100015525365507,2.1645088518533369e-10,1.5690471001815921e-10,9.4107933285197673e-07,22.000621177089219,1.2948366209354413e-06,22.000621177089258,6.2831827233235155e-05,0.20031415913616618,0,1.2433289375609269,0.0051898031150328901,0.0037615229903241471,1802.8269594633439,7.5252145167976909,9.4038074758103676,321.93323210865356,1.29339562846932,1.0716281386627278,22,5.9286543740988407e-07,1,3773.5338945672042,6.2719503774198566e-05,0,3.7621228873372798,0,3.7621228873372798,4506.6809080953217,1.1942865849392892,0.00083478794351279743,0.00083478794351279743,0,3776.1206858241426,6.2719503781885993e-05,0,3.7621235478292849,0,3.7621235478292849,4509.5230506683483,1.1942211136411653,0.00083426196197660134,0.00083426196197660134,0,3333.9223316656639,7.4468965763635817e-09,901.41371611274781,0.00048404825804187015,901.41371611274781,0.00048404825804187015,4021.3090783955167,1.2061795921881679,0.22415927215237522,0.22415927215237522,0,3336.0655879429892,7.4468960730673396e-09,901.41371611274781,0.00048404822533909666,901.41371611274781,0.00048404822533909666,4023.6873570757061,1.2061175810265479,0.22402677845427779,0.22402677845427779,0
3,0.001,2,0.022000621339530901,1.7299362915797611e-09,1.2538415193269333e-09,3.7587338010366657e-06,22.001243328828529,5.1588867412280009e-06,22.001243328829133,0.00012566349943518253,0.20062831749717591,0,1.2452779105667175,0.010359621944079481,0.0075063108351806473,1805.6529703217404,15.021451818915246,18.765777087951619,322.43787666416239,2.5818108008074749,2.1391297774239146,22,5.9379478023480203e-07,1,3771.9931571171119,0.00012521546542217565,0,7.5087523243564283,0,7.5087523243564283,4504.9880049409967,1.1943256038099772,0.0016667641103862989,0.0016667641103862989,0,3777.1567787187269,0.00012521546554464439,0,7.5087575827162798,0,7.5087575827162798,4510.6613762656571,1.1941949038704576,0.001664668871448897,0.001664668871448897,0,3333.1071523046571,3.0323319934683485e-08,902.8274287372916,0.0019710154736555701,902.8274287372916,0.0019710154736555701,4020.4044770549576,1.206203189199925,0.2245613429922319,0.2245613429922319,0,3337.385411859505,3.0323311749505616e-08,902.8274287372916,0.0019710149419990743,902.8274287372916,0.0019710149419990743,4025.1518477064028,1.2060794157614814,0.22429648939924812,0.22429648939924812,0
3,0.0015,3,0.033001398744870722,5.8329163997165102e-09,4.227008671703396e-09,8.4446112392742009e-06,22.001866454890646,1.156162060454297e-05,22.001866454893683,0.0001884948615749369,0.20094247430787471,0,1.2472262285506521,0.015509701638263654,0.011234425097854365,1808.4780313984456,22.4890673754823,28.08606274463591,322.94235161587847,3.8653066132403722,3.2025555368619876,22,5.9472381130909469e-07,1,3770.4574238288205,0.000187489610884495,0,11.240012293800246,0,11.240012293800246,4503.3005451161653,1.1943645130842395,0.0024959498441626451,0.0024959498441626451,0,3778.1880370553017,0.00018748961150182069,0,11.240029955310048,0,11.240029955310048,4511.7943654674646,1.1941688241075294,0.0024912549298211364,0.0024912549298211364,0,3332.2959640210775,6.9427168037282384e-08,904.24113438543623,0.0045127642335705195,904.24113438543623,0.0045127642335705195,4019.5042870278767,1.2062266768698258,0.2249633461805102,0.2249633461805102,0,3338.7010750948011,6.942712593491249e-08,904.24113438543623,0.0045127614998995216,904.24113438543623,0.0045127614998995216,4026.6116754880604,1.2060413870306512,0.22456626247354611,0.22456626247354611,0
3,0.002,4,0.044002487956754002,1.3812917149445351e-08,1.0008436007113339e-08,1.4990390164536474e-05,22.00249055494789,2.0472720471958131e-05,22.002490554957415,0.00025132575862235807,0.20125662879311179,0,1.2491738906610688,0.020640285279852379,0.014945926944876873,1811.3021414585496,29.928413655785949,37.364817362192184,323.44665674328235,5.1439436463962638,4.2619556103628415,22,5.9565253018867281e-07,1,3768.9266342319634,0.00024954365448050134,0,14.956025807781472,0,14.956025807781472,4501.6184626861186,1.1944033141423736,0.0033223663737279954,0.0033223663737279954,0,3779.2145215247556,0.00024954365642314844,0,14.956067471567994,0,14.956067471567994,4512.9220853047618,1.1941428727057246,0.0033140539962497485,0.0033140539962497485,0,3331.4887165112787,1.2554877653393891e-07,905.65482956900303,0.0081606649506937717,905.65482956900303,0.0081606649506937717,4018.6084527439189,1.20625005656696,0.2253652825986035,0.2253652825986035,0,3340.0126277320041,1.2554864138568735e-07,905.65482956900303,0.0081606561790404063,905.65482956900303,0.0081606561790404063,4028.0668964453662,1.2060034932204964,0.22483609455567383,0.22483609455567383,0
3,0.0025000000000000001,5,0.055003889462096209,2.6952591304642227e-08,1.9526000253444671e-08,2.3387779578879273e-05,22.003115628672191,3.1862079260063886e-05,22.003115628695259,0.00031415603554845335,0.20157078017774227,0,1.2511208960066067,0.025751613898406505,0.018640877150851064,1814.1252992095797,37.339840152689433,46.602192877127663,323.95079181557531,6.4177819693308358,5.3173797674547769,22,5.9658093665149181e-07,1,3767.400728372882,0.00031137929898450721,0,18.656914915491871,0,18.656914915491871,4499.9416922740411,1.1944420083545344,0.0041460348136341339,0.0041460348136341339,0,3780.2362923115438,0.00031137930370686736,0,18.656995902320165,0,18.656995902320165,4514.0446022445758,1.194117048033609,0.004133099591670652,0.004133099591670652,0,3330.6853598903326,1.9947096796483928e-07,907.06851079984017,0.012965598970568338,907.06851079984017,0.012965598970568338,4017.7169190919603,1.2062733296501622,0.22576715312673409,0.22576715312673409,0,3341.3201194252424,1.9947063296759958e-07,907.06851079984017,0.012965577236639377,907.06851079984017,0.012965577236639377,4029.5175661183162,1.2059657327330415,0.225105982542296,0.225105982542296,0
3,0.0030000000000000001,6,0.066005603747648578,4.6529779005252828e-08,3.3703440220257248e-08,3.362851877467028e-05,22.003741675735082,4.569979918925046e-05,22.003741675782539,0.00037698553732576026,0.2018849276866288,0,1.2530672436566126,0.030843926486771631,0.022319336103209072,1816.9475033020883,44.723693405818864,55.798340258022677,324.45475659178459,7.6868811435124167,6.3688773571104029,22,5.9750903091959628e-07,1,3765.8796468105957,0.00037299823570135008,0,22.34280071083932,0,22.34280071083932,4498.2701690567292,1.1944805970807939,0.0049669761644228951,0.0049669761644228951,0,3781.2534090976205,0.00037299824545146512,0,22.342939992718151,0,22.342939992718151,4515.1619821944123,1.1940913484748266,0.0049484249027671135,0.0049484249027671135,0,3329.8858446887821,2.9196910065430924e-07,908.48217458982958,0.018977961654616789,908.48217458982958,0.018977961654616789,4016.8296314166,1.206296497468075,0.22616895864404907,0.22616895864404907,0,3342.6235994030026,2.9196839562908469e-07,908.48217458982958,0.01897791593291949,908.48217458982958,0.01897791593291949,4030.9637395660693,1.205928103985745,0.22537592334825829,0.22537592334825829,0
3,0.0035000000000000001,7,0.077007631299997881,7.3817567810660992e-08,5.3460371895738704e-08,4.5704377142179752e-05,22.004368695807688,6.1956190442076837e-05,22.004368695894911,0.00043981410892872884,0.20219907054464364,0,1.2550129326415462,0.035917460016911214,0.025981363806905709,1819.768752330242,52.080317024521257,64.953409517264276,324.95855082086877,8.9513002267678967,7.4164973110159771,22,5.9843681188276321e-07,1,3764.3633306127986,0.00043440214454132533,0,26.013803340013602,0,26.013803340013602,4496.6038287603405,1.1945190816712001,0.0057852113129533353,0.0057852113129533353,0,3782.2659310663339,0.00043440216252684839,0,26.01402347157034,0,26.01402347157034,4516.2742905066789,1.19406577242796,0.0057600627858791628,0.0057600627858791628,0,3329.0901218494182,4.0381111729796283e-07,909.8958174508964,0.02624766544047006,909.8958174508964,0.02624766544047006,4015.9465355146763,1.2063195613592121,0.22657070002872126,0.22657070002872126,0,3343.9231164714502,4.0380979209155494e-07,909.8958174508964,0.026247579535832798,909.8958174508964,0.026247579535832798,4032.4054713707783,1.2058906054113538,0.22564591390661048,0.22564591390661048,0
3,0.0040000000000000001,8,0.088009972605566103,1.1008435223833339e-07,7.9712303448039566e-08,5.9607153979501547e-05,22.004996688560723,8.0601769831617232e-05,22.004996688708339,0.00050264159533410435,0.20251320797667052,0,1.2569579619533815,0.040972449455584085,0.029627019889046913,1822.589044832403,59.410051710596925,74.067549722617287,325.462174241821,10.211097777189847,8.4602881468086188,22,5.9936427976303719e-07,1,3762.8517213518999,0.00049559269409450496,0,29.670042008981888,0,29.670042008981888,4494.9426076561822,1.1945574634658365,0.0066007610327315988,0.0066007610327315988,0,3783.2739169062797,0.00049559272464495027,0,29.670369060565303,0,29.670369060565303,4517.3815919830367,1.1940403183063899,0.0065680457708556404,0.0065680457708556404,0,3328.298142724102,5.357575932459082e-07,911.30943589501737,0.034824142879678978,911.30943589501737,0.034824142879678978,4015.0675776318244,1.2063425226520195,0.22697237815805343,0.22697237815805343,0,3345.2187190177192,5.3575530025901968e-07,911.30943589501737,0.034823994305002652,911.30943589501737,0.034823994305002652,4033.8428156413665,1.205853235457756,0.22591595116863511,0.22591595116863511,0
3,0.0045000000000000005,9,0.099012628150610224,1.5659389280165309e-07,1.1337065013214485e-07,7.5328678304772615e-05,22.005625653664474,0.00010160725947968262,22.005625653899052,0.00056546784152130939,0.20282733920760657,0,1.2589023305460034,0.046009127779868382,0.033256363603454471,1825.4083792917049,66.713235280809158,83.140909008636186,325.9656265837724,11.466331857005368,9.5002979712817783,22,6.0029143411632901e-07,1,3761.3447611011088,0.0005565715417044446,0,33.311634990914307,0,33.311634990914307,4493.2864425565558,1.1945957437948804,0.0074136459842433075,0.0074136459842433075,0,3784.27742481512,0.00055657159042977935,0,33.31209848338495,0,33.31209848338495,4518.483950878729,1.1940149845381589,0.0073724060648498275,0.0073724060648498275,0,3327.5098590706043,6.8856178448460336e-07,912.7230264342295,0.044756349653100734,912.7230264342295,0.044756349653100734,4014.1927044590607,1.2063653826649372,0.22737399390858662,0.22737399390858662,0,3346.5104550131678,6.8855806034926935e-07,912.7230264342295,0.044756108455161772,912.7230264342295,0.044756108455161772,4035.2758260172809,1.2058159925878382,0.22618603210387997,0.22618603210387997,0
