schema_version,time_s,step,position_x_m,position_y_m,yaw_rad,yaw_rate_rad_s,vx_m_s,vy_m_s,speed_m_s,steering_angle_rad,throttle,brake,front_slip_angle_rad,rear_slip_angle_rad,front_lateral_force_n,rear_lateral_force_n,longitudinal_accel_m_s2,lateral_accel_m_s2,yaw_accel_rad_s2,body_longitudinal_force_n,body_lateral_force_n,yaw_moment_nm,front_normal_load_n,rear_normal_load_n,drive_force_n,brake_force_n,drag_force_n,rolling_resistance_n,downforce_n,traction_limit_n
2,0,0,0,0,0,0,10,0,10,0.025000000000000001,0,0,0.025000000000000001,-0,3000,-0,-0.051718750168370346,2.0683189991911091,1.4995312744135538,-74.992187744136999,2999.062548827108,3748.8281860338848,7871.5878125000008,6348.0546875,0,-0,-0,-0,0,17063.571
2,0.0050000000000000001,1,0.049999370020126312,2.5240181590871045e-05,1.821941990653348e-05,0.007184844937869049,9.9997513964342595,0.0097943268742889302,9.9997561929942993,0.025000000000000001,0,0,0.023122417224266646,0.00013422161393199139,2774.6900669119977,17.448809811158881,-0.047834500788426798,1.925015056025708,1.3760932486301405,-69.36002614321886,2791.2718312372767,3440.2331215753511,7871.5878125000008,6348.0546875,0,-0,-0,-0,0,17063.571
2,0.01,2,0.09999754242430281,9.8637898982712922e-05,7.086142356755493e-05,0.013777149839519935,9.9995219433927041,0.018567358177946393,9.9995391815414116,0.025000000000000001,0,0,0.021420964635340239,0.00027873572525814944,2570.5157562408285,36.235644283559431,-0.044314620733626325,1.7972056249569053,1.2623901564961697,-64.256200063758172,2605.9481561875127,3155.9753912404244,7871.5878125000008,6348.0546875,0,-0,-0,-0,0,17063.571
2,0.014999999999999999,3,0.14999460300435086,0.00021699456156145039,0.00015508192538365019,0.019823756359784225,9.9993103939897594,0.026420982718161647,9.9993452997523509,0.025000000000000001,0,0,0.01987962382548027,0.00043061363271118856,2385.5548590576323,55.979772252454509,-0.041125971922847872,1.6833028856849743,1.1576972471988574,-59.63265928812941,2440.7891842432127,2894.2431179971431,7871.5878125000008,6348.0546875,0,-0,-0,-0,0,17063.571
2,0.02,4,0.19999062822151875,0.00037745954512524417,0.00026826219699313211,0.025368006831731522,9.9991155144749815,0.033447289321373447,9.9991714553245483,0.025000000000000001,0,0,0.01848378608603134,0.00058736401073737556,2218.054330323761,76.357321395858818,-0.038238332589962197,1.5818748592012319,1.0613390729575312,-55.445582255445181,2293.7185458417862,2653.3476823938281,7871.5878125000008,6348.0546875,0,-0,-0,-0,0,17063.571
2,0.025000000000000001,5,0.24998568625955261,0.00057749436988162621,0.0004079919752625063,0.0304499837832263,9.9989361009582343,0.039729478291042432,9.9990150306163219,0.025000000000000001,0,0,0.017220133448076207,0.00074687897881684428,2066.4160137691447,97.094267246189759,-0.035624151186682045,1.4916307307885543,0.97268670050596939,-51.655019220688963,2162.8645596434039,2431.7167512649235,7871.5878125000008,6348.0546875,0,-0,-0,-0,0,17063.571
2,0.030000000000000002,6,0.29997983793295746,0.00081484040824447072,0.0005720537332970175,0.035106735690446096,9.9987709915778389,0.045342691089870921,9.9988738016665533,0.025000000000000001,0,0,0.016076529059754034,0.00090738619255780731,1929.1834871704841,117.96020503251495,-0.033258319600638589,1.4114074853531553,0.89115499724462077,-48.224563420925953,2046.5408537620751,2227.887493111552,7871.5878125000008,6348.0546875,0,-0,-0,-0,0,17063.571
2,0.035000000000000003,7,0.34997313747373948,0.001087489788533427,0.00075840804665490229,0.039372489379975485,9.9986190750249602,0.0503547652268619,9.998745871849831,0.025000000000000001,0,0,0.015041916295017265,0.0010674063266859475,1805.0299554020717,138.76282246917319,-0.03111796443662147,1.3401577485436638,0.8162000065286823,-45.12104843310113,1943.2287353883125,2040.5000163217057,7871.5878125000008,6348.0546875,0,-0,-0,-0,0,17063.571
2,0.040000000000000001,8,0.399965633215907,0.0013936591907460145,0.00096517998916814673,0.043278849551811202,9.9984792961744891,0.054826920790451074,9.9986296174662481,0.025000000000000001,0,0,0.014106225998565125,0.0012257153827564034,1692.7471198278149,159.34299975833244,-0.029182255129534405,1.2769387335598965,0.74731642210159266,-42.314269937824889,1851.5611636618501,1868.2910552539815,7871.5878125000008,6348.0546875,0,-0,-0,-0,0,17063.571
2,0.044999999999999998,9,0.44995736819368926,0.0017317662581568148,0.0011906464952440156,0.046854985936640843,9.9983506594369036,0.058814384559708867,9.9985236430631854,0.025000000000000001,0,0,0.013260291290141854,0.001381311311106605,1591.2349548170225,179.57047044385865,-0.027432227695786553,1.2209022001627363,0.68403516822086219,-39.776730158890501,1770.3081902359677,1710.0879205521555,7871.5878125000008,6348.0546875,0,-0,-0,-0,0,17063.571
