schema_version,time_s,step,position_x_m,position_y_m,yaw_rad,yaw_rate_rad_s,vx_m_s,vy_m_s,speed_m_s,steering_angle_rad,throttle,brake,front_slip_angle_rad,rear_slip_angle_rad,front_lateral_force_n,rear_lateral_force_n,longitudinal_accel_m_s2,lateral_accel_m_s2,yaw_accel_rad_s2,body_longitudinal_force_n,body_lateral_force_n,yaw_moment_nm,front_normal_load_n,rear_normal_load_n,drive_force_n,brake_force_n,drag_force_n,rolling_resistance_n,downforce_n,traction_limit_n
2,0,0,0,0,0,0,35,0,35,0.025000000000000001,0,0,0.025000000000000001,-0,3000,-0,-0.051718750168370346,2.0683189991911091,1.4995312744135538,-74.992187744136999,2999.062548827108,3748.8281860338848,7871.5878125000008,6348.0546875,0,-0,-0,-0,0,17063.571
2,0.0050000000000000001,1,0.17499935818672135,2.5681130376575987e-05,1.8591247361796491e-05,0.0074059586105906551,34.999744354637741,0.0095886505627678451,34.999745668107593,0.025000000000000001,0,0,0.024461536152561202,5.4017116886693461e-05,2935.3843383073445,7.02222519527015,-0.050604803080354879,2.0286133128774733,1.4628797596174656,-73.376964466514579,2941.4893036723361,3657.199399043664,7871.5878125000008,6348.0546875,0,-0,-0,-0,0,17063.571
2,0.01,2,0.34999744995288634,0.00010209216420784327,7.3754871144125056e-05,0.014629102958103716,34.999494690837253,0.017716418413663969,34.999499174780006,0.025000000000000001,0,0,0.023971334165521805,0.00014167893513949753,2876.5600998626164,18.418261568134678,-0.049590697716365699,1.9959168849776419,1.4264112886524793,-71.906511688730262,2894.0794832175807,3566.0282216311984,7871.5878125000008,6348.0546875,0,-0,-0,-0,0,17063.571
2,0.014999999999999999,3,0.52499429793098884,0.00022841494669447338,0.0001645792289055942,0.021670432344128524,34.999251017033345,0.024449459297444045,34.999259556873049,0.025000000000000001,0,0,0.023527469560644547,0.00026114017764976391,2823.2963472773458,33.948223094469306,-0.048672452812036533,1.9699050594582226,1.3901591582414057,-70.575056577452969,2856.3623362144226,3475.3978956035144,7871.5878125000008,6348.0546875,0,-0,-0,-0,0,17063.571
2,0.02,4,0.69998992066622512,0.00040399841539988835,0.00029015808258739449,0.028531107567274804,34.99901319661344,0.029852137663560339,34.999025927686112,0.025000000000000001,0,0,0.023128063061988516,0.00041061381294698278,2775.3675674386218,53.379795683107758,-0.047846180615251935,1.9502621420192843,1.3541546817989005,-69.376961892115304,2827.8801059279622,3385.3867044972512,7871.5878125000008,6348.0546875,0,-0,-0,-0,0,17063.571
2,0.025000000000000001,5,0.87498433278456178,0.00062835071017216366,0.00044959138148873779,0.035212441175333155,34.998780963936625,0.033987043913181268,34.998797466209702,0.025000000000000001,0,0,0.022771280482270943,0.00058837013647990979,2732.5536578725132,76.488117742388269,-0.047108086651058347,1.93668130832486,1.3184272566640485,-68.3067256440346,2808.1878970710468,3296.0681416601215,7871.5878125000008,6348.0546875,0,-0,-0,-0,0,17063.571
2,0.030000000000000002,6,1.0499775451261844,0.00090113150412564444,0.00064198599733734018,0.041715888049905871,34.998553939414435,0.036915012868592154,34.998573407615872,0.025000000000000001,0,0,0.022455332558759377,0.00079273583259868252,2694.6399070511252,103.05565823782872,-0.046454469382165936,1.9288645063276952,1.2830044298612109,-67.358980604140612,2796.8535341751581,3207.5110746530272,7871.5878125000008,6348.0546875,0,-0,-0,-0,0,17063.571
2,0.035000000000000003,7,1.2249695648482097,0.0012221445532974694,0.00086645641309903419,0.048043036316226785,34.998331643674021,0.038695143374317523,34.998353034888872,0.025000000000000001,0,0,0.022178474741941415,0.0010220930192755811,2661.41696903297,132.87209250582555,-0.045881719771759207,1.926522353139589,1.2479119624196773,-66.528493669050846,2793.4574120524039,3119.7799060491934,7871.5878125000008,6348.0546875,0,-0,-0,-0,0,17063.571
2,0.040000000000000001,8,1.3999603955002886,0.0015913304624488424,0.0011221253671345585,0.054195598571035251,34.998113510826542,0.039384818943301515,34.99813567149917,0.025000000000000001,0,0,0.021939006940055225,0.0012748782775117568,2632.6808328066272,165.73417607652837,-0.04538632075499438,1.929374026876989,1.2131738922801052,-65.810165094741848,2797.592338971634,3032.9347307002631,7871.5878125000008,6348.0546875,0,-0,-0,-0,0,17063.571
2,0.044999999999999998,9,1.5749500370764831,0.0020087596643478902,0.0014081244542762416,0.060175403421503064,34.997898900865621,0.039039729365318909,34.997920675029825,0.025000000000000001,0,0,0.021735273222410298,0.0015495816672923897,2608.2327866892356,201.44561674801065,-0.044964846625244317,1.9371471538911911,1.1788125958133415,-65.199027606604261,2808.8633731422269,2947.0314895333536,7871.5878125000008,6348.0546875,0,-0,-0,-0,0,17063.571
