schema_version,time_s,step,position_x_m,position_y_m,yaw_rad,yaw_rate_rad_s,vx_m_s,vy_m_s,speed_m_s,steering_angle_rad,throttle,brake,front_slip_angle_rad,rear_slip_angle_rad,front_lateral_force_n,rear_lateral_force_n,longitudinal_accel_m_s2,lateral_accel_m_s2,yaw_accel_rad_s2,body_longitudinal_force_n,body_lateral_force_n,yaw_moment_nm,front_normal_load_n,rear_normal_load_n,drive_force_n,brake_force_n,drag_force_n,rolling_resistance_n,downforce_n,traction_limit_n
2,0,0,0,0,0,0,25,0,25,0.025000000000000001,0,0,0.025000000000000001,-0,3000,-0,-0.051718750168370346,2.0683189991911091,1.4995312744135538,-74.992187744136999,2999.062548827108,3748.8281860338848,7871.5878125000008,6348.0546875,0,-0,-0,-0,0,17063.571
2,0.0050000000000000001,1,0.12499936010271168,2.5609808783017316e-05,1.8530949173008404e-05,0.0073699602603571118,24.999745500186034,0.0097334204893976504,24.999747394994738,0.025000000000000001,0,0,0.02424215759765742,6.7601404645053879e-05,2909.0589117188906,8.7881826038570043,-0.05015096369342021,2.0116814212136642,1.4486262658635867,-72.718897355459305,2916.9380607598132,3621.5656646589669,7871.5878125000008,6348.0546875,0,-0,-0,-0,0,17063.571
2,0.01,2,0.24999746509927662,0.00010152766272025151,7.3279742380258044e-05,0.014488011653984102,24.99949920569529,0.018297680378422498,24.999505901930679,0.025000000000000001,0,0,0.023543664058742284,0.00016635283821779436,2825.2396870490743,21.625868968313267,-0.048705955180085296,1.9627466997227212,1.3987703840544621,-70.623635011123682,2845.9827145979457,3496.925960136155,7871.5878125000008,6348.0546875,0,-0,-0,-0,0,17063.571
2,0.014999999999999999,3,0.37499434847766533,0.00022652916033226602,0.0001630000124162536,0.021359437025598144,24.999261050218845,0.025761299478844479,24.999274323498668,0.025000000000000001,0,0,0.022901517222859016,0.00029384179334965044,2748.182066743082,38.199433135454555,-0.047377513909027044,1.9210501639388091,1.3499780037439275,-68.697395168089216,2785.5227377112733,3374.9450093598189,7871.5878125000008,6348.0546875,0,-0,-0,-0,0,17063.571
2,0.02,4,0.4999900392389518,0.00039957085877113745,0.00028647197345841972,0.027989583619213436,24.999030857936965,0.032189859012888476,24.999051582472241,0.025000000000000001,0,0,0.02231282875618644,0.00044777715233668646,2677.5394507423725,58.211029803769236,-0.04615966463963344,1.886147443480428,1.3022605431430887,-66.931513727468484,2734.9137930466204,3255.6513578577219,7871.5878125000008,6348.0546875,0,-0,-0,-0,0,17063.571
2,0.025000000000000001,5,0.62498456216857734,0.00061977916695384353,0.00044250270692747804,0.034383848785831866,24.998808359744331,0.037646094450750768,24.998836705647935,0.025000000000000001,0,0,0.021774821234609186,0.0006259846028680928,2612.9785481531021,81.377998372852062,-0.045046661575747111,1.8576138160398057,1.2556266584512648,-65.317659284833312,2693.5400332577183,3139.0666461281617,7871.5878125000008,6348.0546875,0,-0,-0,-0,0,17063.571
2,0.030000000000000002,6,0.74997793806601154,0.0008864397291167966,0.00062992637827759387,0.040547666639683261,24.99859320798932,0.042189986849320203,24.998628809867153,0.025000000000000001,0,0,0.021284825226977142,0.00082640217260919881,2554.1790272372573,107.43228243919584,-0.044032982331658296,1.8350435657251722,1.2100824288188505,-63.847824380904534,2660.8131703014997,3025.2060720471263,7871.5878125000008,6348.0546875,0,-0,-0,-0,0,17063.571
2,0.035000000000000003,7,0.87497018393826509,0.0011989872828444639,0.0008476043893413059,0.046486495616297356,24.998384989823531,0.045878852626819483,24.998427089890132,0.025000000000000001,0,0,0.020840276385205695,0.0010470758820302799,2500.8331662246833,136.1198646639364,-0.043113321912249661,1.818049352570339,1.1656315321898869,-62.514316772762008,2636.1715612269913,2914.0788304747175,7871.5878125000008,6348.0546875,0,-0,-0,-0,0,17063.571
2,0.040000000000000001,8,0.99996131316218551,0.0015569959758905379,0.001094425470626181,0.052205806887873435,24.998183239254271,0.048767431716850558,24.998230807913778,0.025000000000000001,0,0,0.020438712547227327,0.0012861555147148404,2452.6455056672794,167.20021691292925,-0.042282586719727455,1.8062615936401494,1.1222754124466274,-61.309750743604809,2619.0793107782165,2805.6885311165688,7871.5878125000008,6348.0546875,0,-0,-0,-0,0,17063.571
2,0.044999999999999998,9,1.1249513356199778,0.0019601701263887456,0.0013693057177426339,0.057711073593457292,24.997987447989264,0.050907974053399759,24.99803928454492,0.025000000000000001,0,0,0.020077770858169898,0.0015418905042385925,2409.3325029803877,200.44576555101702,-0.041535888598059019,1.7993278560950361,1.0800134382517623,-60.227038467185579,2609.0253913378024,2700.0335956294057,7871.5878125000008,6348.0546875,0,-0,-0,-0,0,17063.571
