schema_version,time_s,step,fz_fl_n,fx_fl_n,fy_fl_n,slip_angle_fl_rad,force_capacity_fl_n,tire_saturated_fl,fz_fr_n,fx_fr_n,fy_fr_n,slip_angle_fr_rad,force_capacity_fr_n,tire_saturated_fr,fz_rl_n,fx_rl_n,fy_rl_n,slip_angle_rl_rad,force_capacity_rl_n,tire_saturated_rl,fz_rr_n,fx_rr_n,fy_rr_n,slip_angle_rr_rad,force_capacity_rr_n,tire_saturated_rr
1,0,0,2412.0663740520499,0,-578.79754248764391,-0.0095205012412917806,3116.8801329706948,0,1764.5200765075483,0,-556.01669919628443,-0.0093388321807449919,2337.8597962289118,0,5580.2237038887952,6000,-678.62733056396712,-0.009369849048245206,6742.8184674496133,0,4855.098345551608,5894.1185779658717,-672.10336707149281,-0.0094971277700172541,5932.314619703785,1
1,0.02,1,2344.194910873186,0,-341.41901932050882,-0.0054627424290831532,3036.1009524966485,0,1832.2975539869967,0,-326.60298105538982,-0.0052692584085274894,2420.3507571387381,0,5504.3205391390311,5941.7723821488653,-645.28536612493224,-0.0088975161498351957,6658.3927103863616,0,4931.0954960007875,5941.7723821488653,-651.45769998972628,-0.0090196320132003675,6017.6916008217149,0
1,0.040000000000000001,2,2337.6262807244916,0,-147.50023536051353,-0.0023071039044600681,3028.2732583225315,0,1941.7693502478755,0,-135.80118802964583,-0.0021274241038284083,2553.0764354684507,0,5387.8976512504387,5633.1140797481094,-614.93929179264683,-0.0084707945004185558,6528.7159986143315,0,4944.6152177771955,5633.1140797481094,-621.07772405389062,-0.0085824604695958658,6032.8689005560445,0
1,0.059999999999999998,3,2338.0150212025446,0,16.669291022983828,0.0002569225460353101,3028.7365608648247,0,2042.0391184179389,0,26.402939818170811,0.00040754330286697668,2674.1201690899511,0,5281.6447770470786,5332.819928942783,-586.63543486676929,-0.0080731631151879021,6410.171376325131,0,4950.2095833324383,5332.819928942783,-592.37855510719692,-0.0081715140546457267,6039.1481886409774,0
1,0.080000000000000002,4,2343.919580820253,0,152.89742048469029,0.0023928977944368498,3035.7728829070629,0,2134.5093638505741,0,159.77956558809478,0.0025067033538393743,2785.3271083882564,0,5183.9890455512368,5040.74882378032,-555.65323059080015,-0.0076376783006717594,6301.0501462462389,0,4949.4905097779383,5040.74882378032,-560.72305748947167,-0.0077203037846643192,6038.3411101604415,0
1,0.10000000000000001,5,2353.4460975728798,0,266.92260006397674,0.0042325833733719946,3047.122416781121,0,2222.0483755499663,0,271.10624066064719,0.0043085003854395221,2890.2487073319744,0,5091.7769038293163,4753.6944419487118,-519.06091324691579,-0.007123417965467109,6197.8606029850125,0,4944.6371230478389,4753.6944419487118,-523.26377389561344,-0.0071887592797534308,6032.8934888139866,0
1,0.12000000000000001,6,2363.4699525132919,0,366.82357343490838,0.0058852925322946618,3059.0604934429471,0,2306.7113230623754,0,368.99229884185479,0.0059275900876500911,2991.4088519866195,0,5002.6429009482708,4474.5846459847198,-475.21114919800783,-0.0065081659644964426,6097.9734573522956,0,4939.0843234760632,4474.5846459847198,-478.44226715579703,-0.0065558107203663859,6026.6602958195499,0
1,0.14000000000000001,7,2372.3969712125049,0,457.78302403990483,0.0074250243571408704,3069.6888648228273,0,2390.0857048201101,0,458.91935133831356,0.0074416332700811489,3090.7393625456325,0,4914.8089488660107,4203.3019010456474,-423.28537148122268,-0.0057819334144056152,5999.4038286746108,0,4934.6168751013765,4203.3019010456474,-425.51944453033104,-0.0058126758281378792,6021.6450368975529,0
1,0.16,8,2379.3771436951151,0,543.08279683878015,0.0089009621343190612,3077.9971217554689,0,2473.2124123707113,0,544.3683163230246,0.0089021853530322857,3189.4991505827793,0,4827.1208866326679,3939.2059780582035,-362.9932785662005,-0.004942650381497625,5900.8572403436538,0,4932.1980573015071,3939.2059780582035,-364.28197929186831,-0.0049584744370689375,6018.9294655891717,0
1,0.17999999999999999,9,2384.3015124932945,0,624.83528394426651,0.010346412152453162,3083.8572537025457,0,2557.0789627123722,0,627.60361148739662,0.010344000113405164,3288.8691484761439,0,4738.5255158774762,3679.6535961472659,-294.37484925111795,-0.0039933045378956183,5801.145422406722,0,4932.0025089168576,3679.6535961472659,-294.8500584395801,-0.003997316474154306,6018.7099216283932,0
