schema_version,lap_number,s_m,time_s,speed_m_s,throttle,brake,steering_angle_rad,lateral_accel_m_s2,maximum_tire_utilization,lateral_error_m
1,1,1,50.968666623730989,26.122983501094218,0.54018689258688257,0,-0.02312076600033601,-4.1222877568293761,0.84292597132648839,0.32472013540191574
1,1,2,51.006917094978704,26.239358078127665,0.54121076178148897,0,-0.020531526008347071,-4.0295561822153934,0.83750671647704944,0.33483686391859052
1,1,3,51.044990971673883,26.355589677877632,0.54215393210856611,0,-0.018130706096997351,-3.9072178280467034,0.82795516166349803,0.34285532705560584
1,1,4,51.082898259631619,26.471726408749451,0.54300983442754791,0,-0.015970843203035951,-3.7584521342076376,0.81490101998544795,0.34877454300523275
1,1,5,51.120635843589284,26.58776609802063,0.54378748945426236,0,-0.014080458148295514,-3.5881823664383199,0.79921713095919178,0.35266997006254081
1,1,6,51.158208938448823,26.703728222107955,0.5443481355716524,0,-0.012743701666821582,-3.4193696762120003,0.78257740908571405,0.35463525136122731
1,1,7,51.195613924105821,26.819575777634419,0.54481123010306987,0,-0.011682944238336988,-3.2407347510504056,0.76505903932038632,0.35481607903922213
1,1,8,51.232859873156485,26.935305089880707,0.54533992465105574,0,-0.010540674277371912,-3.0348737936145276,0.74652943912609149,0.35336683328771618
1,1,9,51.269939426821217,27.050858186970991,0.54583363191464118,0,-0.0095479939507110857,-2.8237269045928466,0.72845814542426945,0.35047371599139809
1,1,10,51.306864518963714,27.166232270755543,0.54626731321857425,0,-0.0087480862922188936,-2.6169553245520909,0.71157689330114937,0.34630961184363257
1,1,11,51.343628426441882,27.281363929819413,0.5466430833270991,0,-0.0081023661304770126,-2.4184922371667312,0.69620937007639971,0.3410663320331222
1,1,12,51.380234232064808,27.396220689496655,0.54698420190281716,0,-0.0075726969193733703,-2.231110310445072,0.68252659975076246,0.33491730316276264
1,1,13,51.416689659083261,27.510793657788799,0.54717680351232756,0,-0.0072672638323367433,-2.0671741170557456,0.67086143799804943,0.32802180631808092
1,1,14,51.452990130127965,27.625026119644552,0.54741423032810421,0,-0.0069208549276477049,-1.9105860804107477,0.66060143779306468,0.32053296367906209
1,1,15,51.489136811512289,27.738891912979124,0.54768043503143748,0,-0.0065403808235089131,-1.7634847077350173,0.65168068894252607,0.31258178488598176
1,1,16,51.525137489277292,27.852389788364039,0.54793793598006391,0,-0.0061787991069391247,-1.6304811209442771,0.64408424091465677,0.30428043372555658
1,1,17,51.560991691092219,27.965497898680717,0.54818374938962433,0,-0.0058225425666489326,-1.5105331610952837,0.63761322674973209,0.29572594377028327
1,1,18,51.596696339914359,28.078192683364236,0.5483392628766468,0,-0.0055827843992227594,-1.4114954712869192,0.63233799510585209,0.28700165696272534
1,1,19,51.63225678066317,28.190475224630209,0.54853776827410383,0,-0.0052827322934760239,-1.3188113443351548,0.62772776315496825,0.27817364625817514
1,1,20,51.667677003670242,28.302345806414419,0.54878057839492633,0,-0.0049166357974756592,-1.230408105873168,0.62362079930029857,0.26929619982615022
1,1,21,51.702958222347114,28.41380103550615,0.54902986340784354,0,-0.0045478839762811722,-1.1494991085790955,0.62002394490723634,0.26041414656653161
1,1,22,51.738097286403118,28.524826517376692,0.54922803980678481,0,-0.0042504215512794239,-1.08039188585095,0.61697407708506691,0.25156501355082667
1,1,23,51.773099500619985,28.635435847237272,0.54940030193647049,0,-0.0039994235254338355,-1.0199162142464886,0.61433524002335205,0.24277740579351012
1,1,24,51.807965378786925,28.745623401299564,0.5496598764438716,0,-0.003644456829515487,-0.95493934849799411,0.61172888822663973,0.23407593580213054
1,1,25,51.842698218754279,28.855396958390131,0.54993238297698499,0,-0.0033038191596393702,-0.89357476443718864,0.60934509093238531,0.22548056399155519
1,1,26,51.877299327028517,28.964762324525193,0.55012712170054934,0,-0.0030672340217449412,-0.84224933731561857,0.60729890464738712,0.21700851574882177
1,1,27,51.911769554991714,29.073720084060465,0.55033875989964121,0,-0.0028282577025745938,-0.79207259959724874,0.60536470161209877,0.20867455229488135
1,1,28,51.94611013672742,29.182270261469945,0.55062954070662828,0,-0.0025385230379501452,-0.73863730370038527,0.60344822341235826,0.20049147243690332
1,1,29,51.980322931245304,29.290417903577779,0.55092703144882127,0,-0.0022719062093588239,-0.68752757159882039,0.60166470322167342,0.19247033294085059
1,1,30,52.014406867010294,29.398165283649714,0.55106967976727506,0,-0.0021472246964913868,-0.64838820551858212,0.6001763606017172,0.18462160846712278
1,1,31,52.048366810395791,29.505521197239627,0.5513780553357307,0,-0.0019144522659416449,-0.60108443147243862,0.59861627448509602,0.17695258420329635
1,1,32,52.08220310032015,29.61248578767324,0.55169734399265946,0,-0.0017022966593550311,-0.55589210996369931,0.59717688124418933,0.16947023062719072
1,1,33,52.115917337351533,29.719069342483859,0.55188172262307678,0,-0.0015858379345124072,-0.51910707163818404,0.59592272661970658,0.162179959099224
1,1,34,52.149510797938532,29.825272953447797,0.55217762723949304,0,-0.0014174738982412032,-0.47894721722707534,0.59469886402566596,0.15508617003403424
1,1,35,52.182984716127358,29.931097615955711,0.55251813020995189,0,-0.0012458099996010942,-0.43932149696115791,0.59356775057780087,0.14819211536692473
1,1,36,52.216340369186945,30.036552375036589,0.55272903651017691,0,-0.0011431812348352505,-0.406284740716855,0.59255727239466882,0.14149845144701276
1,1,37,52.249578993253863,30.14163990975845,0.55302847722628601,0,-0.0010084669342970596,-0.3717298157567388,0.59160817178205671,0.13500542197880905
1,1,38,52.282701730777568,30.246360125798201,0.55338734657144151,0,-0.00085974833701924944,-0.33704008603695401,0.59073529859848473,0.12871262366593567
1,1,39,52.315709658766679,30.350722257725405,0.55358598310846951,0,-0.00077719596402514525,-0.30884916859681494,0.58994095708763028,0.12261649354577703
1,1,40,52.348604587341924,30.454729742811502,0.55392642183368257,0,-0.00064513456848651254,-0.27769733062854235,0.58920426495717049,0.1167142931053028
1,1,41,52.381386419024125,30.558379310465899,0.5543023047886585,0,-0.00050499090628729345,-0.2468017642671895,0.58852578445501791,0.11100117185602028
1,1,42,52.414058344431908,30.661688720309012,0.5544824802096372,0,-0.00043524690461240308,-0.22265196470948392,0.58789203849233829,0.10547139216586965
1,1,43,52.446618800505995,30.764647219602931,0.55486767358839584,0,-0.00029572478959746394,-0.19358970150823174,0.58730765254768003,0.10011942087386258
1,1,44,52.479071959501439,30.867267711843922,0.55522043291768275,0,-0.00016851528336658161,-0.16618190473580344,0.58675642589844446,0.094937545501360979
1,1,45,52.51141591863189,30.969551919235503,0.55544844135851368,0,-8.4886787510937836e-05,-0.14305072133686025,0.58623296996203678,0.089919293966558511
1,1,46,52.543654094051298,31.07150191353173,0.55584923584680157,0,5.7469494553628581e-05,-0.11549638106953988,0.58574101078924512,0.085056259313190358
1,1,47,52.575786626049513,31.173123847850462,0.55607636205382838,0,0.00014068119405283335,-0.093199109284739193,0.58525980632653918,0.080340674671792192
1,1,48,52.607813967892291,31.274418711904293,0.55645241686303137,0,0.00027440259962039124,-0.067020076880600535,0.58480373238615768,0.075764717976183046
1,1,49,52.639739200587258,31.375391792427031,0.55685606562573375,0,0.00041763245604959016,-0.04012249292831193,0.58435834699986355,0.071319249763751938
1,1,50,52.671560097254826,31.476046368333606,0.55706872048655998,0,0.00049578412383336639,-0.01880295063746372,0.58391581386160163,0.06699736626464127
1,1,51,52.703280334809172,31.576383345008505,0.55749180284717925,0,0.00064595239767191849,0.0085384763413056241,0.5840172959565203,0.062789796664335498
1,1,52,52.734900616986131,31.676412179028571,0.55769754236566482,0,0.00072184259878861807,0.029746911776903605,0.58489874299295153,0.05868852128775965
1,1,53,52.766419951138282,31.776126950776455,0.55812729606930633,0,0.0008753394555404716,0.057448021533774214,0.58619870494504855,0.05468632796337989
1,1,54,52.797841263772497,31.875535446766449,0.55846487510568354,0,0.00099750872575052828,0.082734139611764179,0.58734723096630936,0.050774624890867877
1,1,55,52.829165207358002,31.974646158144548,0.55877419870101197,0,0.0011103330756347591,0.10732626424719162,0.5884568619441104,0.046945645487614089
1,1,56,52.86039183987512,32.073449492584757,0.55921793632765149,0,0.0012705870208771859,0.13611306671971343,0.58983349668106322,0.043192115433067155
1,1,57,52.891522353939379,32.171961527874174,0.55943200321931819,0,0.0013519163729498003,0.15853055184046302,0.59080509586760677,0.039506647309865604
1,1,58,52.922558103102986,32.270174527453122,0.55988176815419732,0,0.0015172102549041507,0.18816014292086708,0.59223526543583149,0.035881646012742782
1,1,59,52.953499680280053,32.368099334185004,0.56010042814616556,0,0.0016012724233563909,0.21136039066473963,0.59325603968353924,0.032310130993716137
1,1,60,52.984347929112211,32.465732655797908,0.56055590159396196,0,0.0017724821689712445,0.24198457387423755,0.59474634804956239,0.028785065997272659
1,1,61,53.015103682673427,32.563080227516089,0.5607840350847807,0,0.0018615687358212126,0.26622599378769035,0.59583130311572685,0.02529981483705528
1,1,62,53.045767545368335,32.660142993472768,0.56124006021046569,0,0.0020378069968458403,0.29785381873211725,0.59737974627938462,0.021847633013491314
1,1,63,53.076340612963605,32.756923042289529,0.56153070041097497,0,0.0021534737890595698,0.32494292654792384,0.59863992375701469,0.018422051782360307
1,1,64,53.106823659141284,32.853426053338865,0.56193404604305075,0,0.0023146560635874743,0.35601497375915525,0.60014874919416772,0.015016563848334627
1,1,65,53.137217473080135,32.949649317835394,0.5622714196863825,0,0.0024526056138140882,0.38564770951952893,0.601563550288019,0.011625053544346479
1,1,66,53.167522826993142,33.045601475711671,0.56263774517138077,0,0.0026045395606207446,0.41671635660522671,0.60306777368204789,0.0082412801679151368
1,1,67,53.197740482096904,33.141277192884708,0.56300551400582732,0,0.0027599439476741084,0.4485602341000447,0.60461533944227674,0.0048593237720063135
1,1,68,53.227871191774085,33.23668692445618,0.56335113479158705,0,0.0029090025466100141,0.48022336019231165,0.60615308939374635,0.001473166812402181
1,1,69,53.257915699976245,33.331823833872114,0.56373256622478873,0,0.0030763185290192791,0.51389784552580153,0.60780977184201967,-0.0019229392209002187
1,1,70,53.287874743883556,33.426699116806205,0.56407429134678189,0,0.0032296443943600067,0.54681424023556147,0.60942283041314915,-0.0053348397621498928
1,1,71,53.31774905253738,33.521305509175519,0.56445237905048062,0,0.0034024360994967333,0.58187781119246562,0.6111628304037463,-0.0087681381030108516
1,1,72,53.347539349413317,33.615653887927664,0.5648074062964511,0,0.0035681574200221067,0.61678187320055311,0.61289725271270501,-0.012228564969589923
